sFIdx = 0, lFMinDisIdx = 0, sFMinDisIdx = 18
sFIdx = 55, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 56, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 57, lFMinDisIdx = 49, sFMinDisIdx = 55
sFIdx = 58, lFMinDisIdx = 49, sFMinDisIdx = 55
sFIdx = 59, lFMinDisIdx = 49, sFMinDisIdx = 55
sFIdx = 0, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 1, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 2, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 3, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 4, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 5, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 6, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 7, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 8, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 9, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 10, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 11, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 12, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 13, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 14, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 15, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 16, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 17, lFMinDisIdx = 4, sFMinDisIdx = 17
sFIdx = 18, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 19, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 20, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 21, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 22, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 23, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 24, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 25, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 26, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 27, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 28, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 29, lFMinDisIdx = 13, sFMinDisIdx = 36
sFIdx = 30, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 31, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 32, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 33, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 34, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 35, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 36, lFMinDisIdx = 13, sFMinDisIdx = 36
sFIdx = 37, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 38, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 39, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 40, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 41, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 42, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 43, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 44, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 45, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 46, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 47, lFMinDisIdx = 54, sFMinDisIdx = 47
sFIdx = 48, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 49, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 50, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 51, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 52, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 53, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 54, lFMinDisIdx = 49, sFMinDisIdx = 55
sFIdx = 55, lFMinDisIdx = 49, sFMinDisIdx = 55
sFIdx = 56, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 57, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 58, lFMinDisIdx = 47, sFMinDisIdx = 56
sFIdx = 59, lFMinDisIdx = 47, sFMinDisIdx = 56
sFIdx = 0, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 1, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 2, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 3, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 4, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 5, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 6, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 7, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 8, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 9, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 10, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 11, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 12, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 13, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 14, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 15, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 16, lFMinDisIdx = 6, sFMinDisIdx = 16
sFIdx = 17, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 18, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 19, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 20, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 21, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 22, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 23, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 24, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 25, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 26, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 27, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 28, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 29, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 30, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 31, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 32, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 33, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 34, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 35, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 36, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 37, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 38, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 39, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 40, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 41, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 42, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 43, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 44, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 45, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 46, lFMinDisIdx = 52, sFMinDisIdx = 46
sFIdx = 47, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 48, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 49, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 50, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 51, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 52, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 53, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 54, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 55, lFMinDisIdx = 47, sFMinDisIdx = 56
sFIdx = 56, lFMinDisIdx = 47, sFMinDisIdx = 56
sFIdx = 57, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 58, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 59, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 0, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 1, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 2, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 3, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 4, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 5, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 6, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 7, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 8, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 9, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 10, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 11, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 12, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 13, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 14, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 15, lFMinDisIdx = 8, sFMinDisIdx = 15
sFIdx = 16, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 17, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 18, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 19, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 20, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 21, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 22, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 23, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 24, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 25, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 26, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 27, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 28, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 29, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 30, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 31, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 32, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 33, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 34, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 35, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 36, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 37, lFMinDisIdx = 15, sFMinDisIdx = 37
sFIdx = 38, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 39, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 40, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 41, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 42, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 43, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 44, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 45, lFMinDisIdx = 50, sFMinDisIdx = 45
sFIdx = 46, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 47, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 48, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 49, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 50, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 51, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 52, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 53, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 54, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 55, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 56, lFMinDisIdx = 45, sFMinDisIdx = 57
sFIdx = 57, lFMinDisIdx = 45, sFMinDisIdx = 57
sFIdx = 58, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 59, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 0, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 1, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 2, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 3, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 4, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 5, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 6, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 7, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 8, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 9, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 10, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 11, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 12, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 13, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 14, lFMinDisIdx = 10, sFMinDisIdx = 14
sFIdx = 15, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 16, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 17, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 18, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 19, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 20, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 21, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 22, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 23, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 24, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 25, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 26, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 27, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 28, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 29, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 30, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 31, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 32, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 33, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 34, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 35, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 36, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 37, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 38, lFMinDisIdx = 17, sFMinDisIdx = 38
sFIdx = 39, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 40, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 41, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 42, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 43, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 44, lFMinDisIdx = 48, sFMinDisIdx = 44
sFIdx = 45, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 46, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 47, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 48, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 49, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 50, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 51, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 52, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 53, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 54, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 55, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 56, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 57, lFMinDisIdx = 43, sFMinDisIdx = 58
sFIdx = 58, lFMinDisIdx = 43, sFMinDisIdx = 58
sFIdx = 59, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 0, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 1, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 2, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 3, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 4, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 5, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 6, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 7, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 8, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 9, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 10, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 11, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 12, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 13, lFMinDisIdx = 12, sFMinDisIdx = 13
sFIdx = 14, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 15, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 16, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 17, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 18, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 19, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 20, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 21, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 22, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 23, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 24, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 25, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 26, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 27, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 28, lFMinDisIdx = 19, sFMinDisIdx = 39
sFIdx = 29, lFMinDisIdx = 19, sFMinDisIdx = 39
sFIdx = 30, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 31, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 32, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 33, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 34, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 35, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 36, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 37, lFMinDisIdx = 19, sFMinDisIdx = 39
sFIdx = 38, lFMinDisIdx = 19, sFMinDisIdx = 39
sFIdx = 39, lFMinDisIdx = 19, sFMinDisIdx = 39
sFIdx = 40, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 41, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 42, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 43, lFMinDisIdx = 46, sFMinDisIdx = 43
sFIdx = 44, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 45, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 46, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 47, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 48, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 49, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 50, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 51, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 52, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 53, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 54, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 55, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 56, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 57, lFMinDisIdx = 44, sFMinDisIdx = 42
sFIdx = 58, lFMinDisIdx = 41, sFMinDisIdx = 59
sFIdx = 59, lFMinDisIdx = 41, sFMinDisIdx = 59
sFIdx = 0, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 1, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 2, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 3, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 4, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 5, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 6, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 7, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 8, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 9, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 10, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 11, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 12, lFMinDisIdx = 14, sFMinDisIdx = 12
sFIdx = 13, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 14, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 15, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 16, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 17, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 18, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 19, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 20, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 21, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 22, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 23, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 24, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 25, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 26, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 27, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 28, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 29, lFMinDisIdx = 21, sFMinDisIdx = 20
sFIdx = 30, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 31, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 32, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 33, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 34, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 35, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 36, lFMinDisIdx = 16, sFMinDisIdx = 11
sFIdx = 37, lFMinDisIdx = 16, sFMinDisIdx = 11
